Item Code,Task,Segment,Report,Sub task,Material Spacification,QTY,Unit,Reat,Total Amount in BDT,Remarks
,Paint Work,Common,Inside Paint Work,Plastic Paint  wall (Inside Paint Work),Berger 18.20 Ltr,52,Drum,"3,950.00","205,400.00",
,Paint Work,Common,Inside Paint Work,Plastic Paint  Ceiling (Inside Paint Work),Berger 18.20 Ltr,30,Drum,"3,950.00","118,500.00",
,Paint Work,Common,Vernish Paint Work,Spirit (Vernish Paint Work),4.5 Ltr,170,Litre,160,"27,200.00",
,Paint Work,Common,Vernish Paint Work,Gala (Vernish Paint Work),1000 grm,10,Kg,"1,100.00","11,000.00",
,Paint Work,Common,Vernish Paint Work,MC Thinner (Vernish Paint Work),,40,Litre,150,"6,000.00",
,Paint Work,Common,Vernish Paint Work,Carpa (Vernish Paint Work),,5,Kg,400,"2,000.00",
,Paint Work,Common,Vernish Paint Work,Alamati (Vernish Paint Work),,1,Tk.,"1,500.00","1,500.00",
,Paint Work,Common,Vernish Paint Work,Shidur (Vernish Paint Work),,1,Tk.,"3,000.00","3,000.00",
,Paint Work,Common,Vernish Paint Work,Khola Colour (Brown) (Vernish Paint Work),,1,Tk.,"1,500.00","1,500.00",
,Paint Work,Common,Vernish Paint Work,Mom (Vernish Paint Work),,6,Kg,500,"3,000.00",
,Paint Work,Common,Vernish Paint Work,Markin Cloth (Vernish Paint Work),,150,goj,10,"1,500.00",
,Paint Work,Common,Vernish Paint Work,120 No. Paper (Vernish Paint Work),,150,pcs,25,"3,750.00",
,Paint Work,Common,Vernish Paint Work,1.5 No. Paper (Vernish Paint Work),,40,pcs,15,600,
,Paint Work,Common,Vernish Paint Work,0 No. Paper (Vernish Paint Work),,40,pcs,15,600,
,Paint Work,Common,Vernish Paint Work,Maskin Tep (Vernish Paint Work),,40,pcs,50,"2,000.00",
,Paint Work,Common,Outside Paint Work,Water Sealer (Outside),Berger 18.0 Ltr,8,Drum,"2,600.00","20,800.00",
,Paint Work,Common,Outside Paint Work,Chalk Powder (Outside),Berger 25 kg,4,Bag,520,"2,080.00",
,Paint Work,Common,Outside Paint Work,All Purpose Putty (Outside),Berger 25 kg,7,Bag,"1,300.00","9,100.00",
,Paint Work,Common,Outside Paint Work,Weather Coat (Outside),Berger 18.20 Ltr,15,Drum,"5,200.00","78,000.00",
,Paint Work,Common,Labour Cost,Plastic Paint (Inside Floor) (Labour Cost),,8,Job,"25,000.00","200,000.00",
,Paint Work,Common,Labour Cost,All of GF Paint Work (Labour Cost),,1,Job,"15,000.00","15,000.00",
,Paint Work,Common,Labour Cost,Stair Case All Paint Work (Labour Cost),,1,Job,"22,000.00","22,000.00",
,Paint Work,Common,Labour Cost,Enamail Paint (Labour Cost),,1,Job,"22,000.00","22,000.00",
,Paint Work,Common,Labour Cost,Weather Coat (Outside) (Labour Cost),,1,Job,"60,000.00","60,000.00",
,Paint Work,Common,Labour Cost,Polish Work (Labour Cost),,1,Job,"50,000.00","50,000.00",
,Direct Common Cost,Common,,Gas Connection,,1,pcs,"135,000.00","135,000.00",
,Direct Common Cost,Common,,Electric Connection,,1,job,"10,000.00","10,000.00",
,Direct Common Cost,Common,,Water Connection,,1,job,"10,000.00","10,000.00",
,Direct Common Cost,Common,,Solar,,1,job,"150,000.00","150,000.00",
,Direct Common Cost,Common,,Lift,,1,pcs,"2,300,000.00","2,300,000.00",
,Direct Common Cost,Common,,Generator,45 KW,1,pcs,"850,000.00","850,000.00",
,Direct Common Cost,Common,,Substation,150 KBA,1,pcs,"900,000.00","900,000.00",
,Direct Common Cost,Common,,Substation Power Cable,,1,job,"230,000.00","230,000.00",
,Direct Common Cost,Common,,Front site garden,,1,job,"120,000.00","120,000.00",
,Direct Common Cost,Common,,Handover Project Board,,1,job,"45,000.00","45,000.00",
,Indirect Common Cost,Common,,Conveyance,,1,job,"35,000.00","35,000.00",
,Indirect Common Cost,Common,,Entertainment,,1,job,"30,000.00","30,000.00",
,Indirect Common Cost,Common,,Debris Cleaning,,"18,000.00",cft,3.5,"63,000.00",
,Indirect Common Cost,Common,,Subscription,,30,month,"5,000.00","150,000.00",
,Indirect Common Cost,Common,,Miscellaneous General,,,job,,0,
,Indirect Common Cost,Common,,Miscellaneous Client,,,job,,0,
,Indirect Common Cost,Common,,Toiletries,,1,job,"15,000.00","15,000.00",
,Indirect Common Cost,Common,,Printing & Stationary,,1,job,"15,000.00","15,000.00",
,Indirect Common Cost,Common,,Bill Process,,,job,,0,
,Indirect Common Cost,Common,,Head Office Project Visit,,,job,,0,
,Indirect Common Cost,Common,,Day Allawounce,,,job,,0,
,Indirect Common Cost,Common,,Milad & Dua,,1,job,"20,000.00","20,000.00",
,Indirect Common Cost,Common,,Hand Over Ceremony,,1,job,"45,000.00","45,000.00",
,Indirect Common Cost,Common,,Project Face.,,1,job,"85,000.00","85,000.00",
,Indirect Common Cost,Common,,Medical Expense,,1,job,"15,000.00","15,000.00",
,Project Overhead ,Common,,Electic Bill (DESCO),,30,Month,"5,000.00","150,000.00",
,Project Overhead ,Common,,Water Bill (WASA),,30,Month,"5,000.00","150,000.00",
,Project Overhead ,Common,,Gas Bill,,30,Month,"1,100.00","33,000.00",
,Project Overhead ,Common,,Salary of project personnel,,,,,0,
,Project Overhead ,Common,,Engineer 01,,30,Month,"15,000.00","450,000.00",
,Project Overhead ,Common,,Engineer 02,,,,,0,
,Project Overhead ,Common,,Site Superviser 01,,30,Month,"15,000.00","450,000.00",
,Project Overhead ,Common,,Site Superviser 02,,30,Month,"10,000.00","300,000.00",
,Project Overhead ,Common,,Stuff Food,,,Month,,0,
,Project Overhead ,Common,,House Rent,,,Month,,0,
,Project Asset,Common,,Steel Shutter,,,sft,320,0,
,Project Asset,Common,,Steel props,,,sft,"1,100.00",0,
,Project Asset,Common,,Water Pump,,2,pcs,"10,000.00","20,000.00",
,Project Asset,Common,,Wooden Shutter,,500,sft,50,"25,000.00",
,Project Asset,Common,,Bed,,2,pcs,"2,000.00","4,000.00",
,Project Asset,Common,,Table,,2,pcs,"1,500.00","3,000.00",
,Project Asset,Common,,Chair,,6,pcs,850,"5,100.00",
,Project Asset,Common,,Mat Pump,,1,pcs,"8,000.00","8,000.00",
,Project Asset,Common,,Delivary Paip,,"1,000.00",fit,15,"15,000.00",
,Project Asset,Common,,Bicycle,,1,pcs,"10,000.00","10,000.00",
,Project Asset,Common,,Electric Fan,,4,pcs,"2,500.00","10,000.00",
,Project Asset,Common,,Gumboot,,10,pcs,500,"5,000.00",
,Project Asset,Common,,Safety Helmet,,40,pcs,350,"14,000.00",
,Project Asset,Common,,Safety Belt,,50,pcs,200,"10,000.00",
,Project Asset,Common,,Generetor,,,pcs,,0,
,Project Asset,Common,,Welding Machine,,1,pcs,"14,000.00","14,000.00",
